event_id,event_type,timestamp,location_id,participants_json,attributes_json,synthetic_demo_record
EVT_0465,CrimeOccurrence,2026-05-06T14:29:58,LOC_0243,"['P_02444', 'P_02410', 'P_02331', 'P_02892', 'P_02443']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0466,CrimeOccurrence,2026-05-06T14:45:38,LOC_0246,"['P_01543', 'P_01545', 'P_01653', 'P_01588', 'P_00768']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0467,CrimeOccurrence,2026-05-08T09:59:52,LOC_0006,"['P_01167', 'P_01111', 'P_01355', 'P_01213', 'P_01463']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0468,CrimeOccurrence,2026-05-09T12:19:35,LOC_0075,"['P_02916', 'P_02965', 'P_02841', 'P_01626', 'P_02798']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0469,CrimeOccurrence,2026-05-09T13:25:51,LOC_0112,"['P_04403', 'P_04714', 'P_04339', 'P_04353']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0470,CrimeOccurrence,2026-05-09T15:52:05,LOC_0230,"['P_04120', 'P_04386', 'P_04239', 'P_04440', 'P_04315']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0471,CrimeOccurrence,2026-05-11T20:05:40,LOC_0013,"['P_03949', 'P_03967', 'P_03822', 'P_03653']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0472,CrimeOccurrence,2026-05-11T22:05:16,LOC_0178,"['P_01029', 'P_01398', 'P_01318', 'P_03499']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0473,CrimeOccurrence,2026-05-13T12:14:17,LOC_0082,"['P_01949', 'P_00551']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0474,CrimeOccurrence,2026-05-17T12:30:56,LOC_0089,"['P_04766', 'P_04608']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0475,CrimeOccurrence,2026-05-18T01:29:36,LOC_0104,"['P_00087', 'P_04122', 'P_04999', 'P_04468']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0476,CrimeOccurrence,2026-05-18T04:43:29,LOC_0250,"['P_03979', 'P_02624', 'P_00514']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0477,CrimeOccurrence,2026-05-18T09:04:22,LOC_0087,"['P_04922', 'P_04993', 'P_04700']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0478,CrimeOccurrence,2026-05-20T20:26:24,LOC_0007,"['P_01346', 'P_01143']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0479,CrimeOccurrence,2026-05-21T16:06:03,LOC_0150,"['P_02674', 'P_02679']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0480,CrimeOccurrence,2026-05-22T11:13:45,LOC_0101,"['P_03650', 'P_03851']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0481,CrimeOccurrence,2026-05-25T08:44:59,LOC_0095,"['P_00457', 'P_00460', 'P_00145', 'P_00406']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0482,CrimeOccurrence,2026-05-25T13:10:53,LOC_0187,"['P_03651', 'P_03585']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0483,CrimeOccurrence,2026-05-26T11:13:12,LOC_0249,"['P_04895', 'P_03955', 'P_03625', 'P_03605']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0484,CrimeOccurrence,2026-05-26T14:47:07,LOC_0054,"['P_01136', 'P_01144']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0485,CrimeOccurrence,2026-05-27T21:34:16,LOC_0235,"['P_02047', 'P_01295', 'P_04691', 'P_04925', 'P_04839']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0486,CrimeOccurrence,2026-05-28T02:44:40,LOC_0214,"['P_04598', 'P_04653', 'P_04618']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0487,CrimeOccurrence,2026-05-28T12:07:22,LOC_0058,"['P_04795', 'P_04868', 'P_04961', 'P_04929']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0488,CrimeOccurrence,2026-05-30T09:01:52,LOC_0107,"['P_03872', 'P_03803']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0489,CrimeOccurrence,2026-05-30T19:44:18,LOC_0005,"['P_00710', 'P_00822', 'P_00547', 'P_00757']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0490,CrimeOccurrence,2026-05-31T08:58:31,LOC_0042,"['P_03095', 'P_03058']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0491,CrimeOccurrence,2026-06-01T13:12:06,LOC_0093,"['P_02650', 'P_02534', 'P_02928']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0492,CrimeOccurrence,2026-06-01T20:26:03,LOC_0047,"['P_00974', 'P_00630', 'P_00924']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0493,CrimeOccurrence,2026-06-02T01:25:00,LOC_0070,"['P_04095', 'P_04051', 'P_04297', 'P_04321']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0494,CrimeOccurrence,2026-06-03T01:42:55,LOC_0133,"['P_04474', 'P_02107', 'P_03223', 'P_04205']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0495,CrimeOccurrence,2026-06-03T14:35:38,LOC_0057,"['P_00840', 'P_00633', 'P_00882']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0496,CrimeOccurrence,2026-06-04T00:57:22,LOC_0118,"['P_04403', 'P_04353']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0497,CrimeOccurrence,2026-06-04T11:37:07,LOC_0036,"['P_03661', 'P_03686', 'P_03929', 'P_03891']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0498,CrimeOccurrence,2026-06-04T16:27:25,LOC_0191,"['P_01153', 'P_04212', 'P_04424', 'P_04382']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0499,CrimeOccurrence,2026-06-04T22:45:59,LOC_0021,"['P_01634', 'P_02363', 'P_01857', 'P_01579']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0500,CrimeOccurrence,2026-06-08T05:13:38,LOC_0204,"['P_00049', 'P_00349', 'P_00033']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0501,CrimeOccurrence,2026-06-08T05:22:22,LOC_0171,"['P_00975', 'P_00623', 'P_00823', 'P_00593']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0502,CrimeOccurrence,2026-06-08T07:49:59,LOC_0090,"['P_01966', 'P_01623', 'P_01683']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0503,CrimeOccurrence,2026-06-09T01:50:58,LOC_0200,"['P_04967', 'P_04641', 'P_04788', 'P_04750']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0504,CrimeOccurrence,2026-06-09T15:07:39,LOC_0056,"['P_00812', 'P_04551']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0505,CrimeOccurrence,2026-06-10T18:06:31,LOC_0026,"['P_04497', 'P_04079']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0506,CrimeOccurrence,2026-06-12T01:57:18,LOC_0113,"['P_03889', 'P_03852', 'P_03954', 'P_03541']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0507,CrimeOccurrence,2026-06-12T02:12:03,LOC_0105,"['P_03265', 'P_03103', 'P_03475']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0508,CrimeOccurrence,2026-06-12T20:08:07,LOC_0084,"['P_01404', 'P_01114', 'P_01003', 'P_01303', 'P_01044']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0509,CrimeOccurrence,2026-06-12T23:25:20,LOC_0219,"['P_02695', 'P_02668', 'P_02832', 'P_02556', 'P_02760']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0510,CrimeOccurrence,2026-06-14T05:54:01,LOC_0173,"['P_03454', 'P_03011', 'P_03002']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0511,CrimeOccurrence,2026-06-16T15:56:17,LOC_0102,"['P_00565', 'P_00697']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0512,CrimeOccurrence,2026-06-16T16:58:00,LOC_0250,"['P_01239', 'P_01383']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0513,CrimeOccurrence,2026-06-17T16:59:46,LOC_0186,"['P_01462', 'P_01006', 'P_01206']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0514,CrimeOccurrence,2026-06-18T19:10:13,LOC_0244,"['P_03292', 'P_03373', 'P_03324', 'P_03279']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0515,CrimeOccurrence,2026-06-19T05:12:38,LOC_0065,"['P_03725', 'P_03589']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0516,CrimeOccurrence,2026-06-19T08:49:35,LOC_0213,"['P_00244', 'P_00109']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0517,CrimeOccurrence,2026-06-19T22:55:02,LOC_0160,"['P_04834', 'P_04529', 'P_04641', 'P_04953']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0518,CrimeOccurrence,2026-06-20T01:34:43,LOC_0112,"['P_04290', 'P_04129', 'P_04192', 'P_04050', 'P_04418']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0519,CrimeOccurrence,2026-06-21T12:17:25,LOC_0012,"['P_00313', 'P_00145']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0520,CrimeOccurrence,2026-06-21T19:51:49,LOC_0126,"['P_03758', 'P_03626', 'P_02912', 'P_03690', 'P_03679']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0521,CrimeOccurrence,2026-06-25T20:31:29,LOC_0239,"['P_00566', 'P_00897', 'P_00695', 'P_02987', 'P_04283']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0522,CrimeOccurrence,2026-06-26T06:10:41,LOC_0152,"['P_02754', 'P_01290', 'P_02175', 'P_02890']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0523,CrimeOccurrence,2026-06-27T19:46:16,LOC_0170,"['P_02710', 'P_02524', 'P_01852', 'P_02796', 'P_02678']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0524,CrimeOccurrence,2026-06-30T16:08:58,LOC_0079,"['P_03799', 'P_00696']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0525,CrimeOccurrence,2026-07-04T10:29:22,LOC_0006,"['P_03640', 'P_03776', 'P_03875', 'P_03718', 'P_03919']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0526,CrimeOccurrence,2026-07-05T22:04:23,LOC_0087,"['P_03161', 'P_03251', 'P_03498', 'P_03095', 'P_03058']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0527,CrimeOccurrence,2026-07-06T13:14:56,LOC_0216,"['P_03581', 'P_03853', 'P_03572']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0528,CrimeOccurrence,2026-07-08T05:56:57,LOC_0246,"['P_02249', 'P_02002', 'P_02484', 'P_02035', 'P_02571']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0529,CrimeOccurrence,2026-07-11T06:18:19,LOC_0167,"['P_00542', 'P_00836', 'P_00865', 'P_00640', 'P_00552']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0530,CrimeOccurrence,2026-07-12T02:27:50,LOC_0065,"['P_03815', 'P_03616', 'P_03547', 'P_03828']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0531,CrimeOccurrence,2026-07-13T11:17:48,LOC_0181,"['P_01423', 'P_01480']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0532,CrimeOccurrence,2026-07-13T11:26:47,LOC_0208,"['P_03830', 'P_04950', 'P_03782', 'P_03829']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0533,CrimeOccurrence,2026-07-15T23:25:23,LOC_0052,"['P_04821', 'P_04638']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0534,CrimeOccurrence,2026-07-17T23:20:15,LOC_0069,"['P_03810', 'P_03705', 'P_03567', 'P_03502', 'P_03589']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0535,CrimeOccurrence,2026-07-20T15:24:21,LOC_0030,"['P_04840', 'P_04926', 'P_04674']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0536,CrimeOccurrence,2026-07-22T20:11:32,LOC_0041,"['P_03934', 'P_03707', 'P_02037', 'P_03977', 'P_03644']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0537,CrimeOccurrence,2026-07-23T20:29:43,LOC_0247,"['P_04512', 'P_04994', 'P_02711']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0538,CrimeOccurrence,2026-07-24T02:18:50,LOC_0230,"['P_00688', 'P_00871', 'P_00639', 'P_00966']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0539,CrimeOccurrence,2026-07-24T08:06:28,LOC_0189,"['P_01762', 'P_01934']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0540,CrimeOccurrence,2026-07-24T19:53:02,LOC_0061,"['P_04640', 'P_03054', 'P_04399', 'P_04303']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0541,CrimeOccurrence,2026-07-25T14:54:25,LOC_0037,"['P_03265', 'P_03051', 'P_03195']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0542,CrimeOccurrence,2026-07-27T02:42:22,LOC_0186,"['P_03437', 'P_03346', 'P_01870', 'P_03499']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0543,CrimeOccurrence,2026-07-27T12:54:17,LOC_0122,"['P_02287', 'P_02067', 'P_02125', 'P_00616']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0544,CrimeOccurrence,2026-07-29T04:53:09,LOC_0192,"['P_04963', 'P_04947']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0545,CrimeOccurrence,2026-07-30T09:55:20,LOC_0232,"['P_03084', 'P_02288', 'P_02121', 'P_02241', 'P_02048']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0546,CrimeOccurrence,2026-07-30T13:46:55,LOC_0238,"['P_03183', 'P_03331']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0547,CrimeOccurrence,2026-07-30T20:26:59,LOC_0162,"['P_02119', 'P_02485', 'P_02008']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0548,CrimeOccurrence,2026-08-01T03:03:23,LOC_0216,"['P_00847', 'P_03782', 'P_00657', 'P_00931', 'P_00788']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0549,CrimeOccurrence,2026-08-01T11:03:49,LOC_0108,"['P_01213', 'P_01314', 'P_01273', 'P_01035']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0550,CrimeOccurrence,2026-08-02T06:31:48,LOC_0203,"['P_02633', 'P_02751', 'P_00283', 'P_01294', 'P_02677']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0551,CrimeOccurrence,2026-08-04T02:44:22,LOC_0064,"['P_02504', 'P_02864', 'P_02535', 'P_02044']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0552,CrimeOccurrence,2026-08-04T12:11:54,LOC_0035,"['P_03362', 'P_03495', 'P_03261', 'P_03320']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0553,CrimeOccurrence,2026-08-04T18:47:01,LOC_0095,"['P_01628', 'P_01788']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0554,CrimeOccurrence,2026-08-05T14:08:30,LOC_0237,"['P_01839', 'P_01502']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0555,CrimeOccurrence,2026-08-08T05:18:46,LOC_0159,"['P_01540', 'P_01625', 'P_01905', 'P_01676']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0556,CrimeOccurrence,2026-08-10T10:55:15,LOC_0184,"['P_04647', 'P_00924']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0557,CrimeOccurrence,2026-08-11T03:44:07,LOC_0099,"['P_00608', 'P_00971', 'P_00544']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0558,CrimeOccurrence,2026-08-11T09:29:39,LOC_0056,"['P_04172', 'P_04004', 'P_04141', 'P_04388', 'P_04145']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0559,CrimeOccurrence,2026-08-11T13:52:05,LOC_0047,"['P_03447', 'P_03427', 'P_03224']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0560,CrimeOccurrence,2026-08-13T10:20:43,LOC_0224,"['P_03464', 'P_03029', 'P_03145', 'P_03072', 'P_00398']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0561,CrimeOccurrence,2026-08-14T22:04:31,LOC_0025,"['P_03110', 'P_03142', 'P_03366', 'P_02480', 'P_03424']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0562,CrimeOccurrence,2026-08-17T06:57:22,LOC_0065,"['P_00255', 'P_02903']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0563,CrimeOccurrence,2026-08-19T06:22:35,LOC_0149,"['P_03039', 'P_03494', 'P_00815']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0564,CrimeOccurrence,2026-08-19T08:01:04,LOC_0182,"['P_03724', 'P_03835', 'P_03511']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0565,CrimeOccurrence,2026-08-19T14:10:07,LOC_0136,"['P_01226', 'P_01247', 'P_01048', 'P_01351', 'P_01473']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0566,CrimeOccurrence,2026-08-21T11:57:34,LOC_0189,"['P_03309', 'P_04332', 'P_04172', 'P_04344']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0567,CrimeOccurrence,2026-08-21T13:03:32,LOC_0047,"['P_03501', 'P_04502', 'P_04616', 'P_04587', 'P_04553']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0568,CrimeOccurrence,2026-08-22T13:47:54,LOC_0237,"['P_00951', 'P_00689', 'P_00509', 'P_00849', 'P_00739']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0569,CrimeOccurrence,2026-08-22T17:25:01,LOC_0047,"['P_01003', 'P_01013', 'P_01142', 'P_01035']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0570,CrimeOccurrence,2026-08-22T23:25:19,LOC_0197,"['P_04615', 'P_00361', 'P_04346']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0571,CrimeOccurrence,2026-08-23T04:35:51,LOC_0085,"['P_04177', 'P_04076']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0572,CrimeOccurrence,2026-08-23T08:13:23,LOC_0118,"['P_00561', 'P_02383', 'P_02651']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0573,CrimeOccurrence,2026-08-24T22:10:07,LOC_0249,"['P_02255', 'P_02399']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0574,CrimeOccurrence,2026-08-25T07:01:58,LOC_0013,"['P_04663', 'P_04527', 'P_04890']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0575,CrimeOccurrence,2026-08-25T10:18:21,LOC_0062,"['P_00580', 'P_00616', 'P_00819', 'P_00769', 'P_00987']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0576,CrimeOccurrence,2026-08-26T06:33:20,LOC_0200,"['P_00150', 'P_00169', 'P_00437']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0577,CrimeOccurrence,2026-08-27T13:26:33,LOC_0025,"['P_02556', 'P_02767', 'P_02541']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0578,CrimeOccurrence,2026-08-31T15:09:52,LOC_0109,"['P_03650', 'P_03824', 'P_03674', 'P_03921', 'P_03955']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0579,CrimeOccurrence,2026-09-01T06:20:38,LOC_0124,"['P_01552', 'P_01060', 'P_01807', 'P_01937', 'P_01527']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0580,CrimeOccurrence,2026-09-01T09:48:45,LOC_0120,"['P_01271', 'P_01357', 'P_01294', 'P_01384', 'P_01054']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0581,CrimeOccurrence,2026-09-01T23:00:31,LOC_0076,"['P_02446', 'P_02009', 'P_02373']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0582,CrimeOccurrence,2026-09-02T01:50:24,LOC_0185,"['P_00880', 'P_00565', 'P_00882', 'P_00978', 'P_00854']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0583,CrimeOccurrence,2026-09-02T15:25:34,LOC_0190,"['P_04099', 'P_04221']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0584,CrimeOccurrence,2026-09-02T22:33:03,LOC_0042,"['P_00371', 'P_00193']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0585,CrimeOccurrence,2026-09-03T11:16:17,LOC_0048,"['P_03686', 'P_03749', 'P_03731', 'P_03830']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0586,CrimeOccurrence,2026-09-05T15:38:53,LOC_0102,"['P_03554', 'P_00159']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0587,CrimeOccurrence,2026-09-06T13:51:43,LOC_0173,"['P_03405', 'P_03179', 'P_03319', 'P_03439', 'P_03167']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0588,CrimeOccurrence,2026-09-06T19:05:12,LOC_0049,"['P_00718', 'P_00501', 'P_00644']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0589,CrimeOccurrence,2026-09-08T17:13:13,LOC_0167,"['P_00202', 'P_00473', 'P_00220']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0590,CrimeOccurrence,2026-09-09T01:23:34,LOC_0232,"['P_01158', 'P_01167', 'P_01012', 'P_01214', 'P_01368']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0591,CrimeOccurrence,2026-09-12T18:28:17,LOC_0146,"['P_00188', 'P_04503', 'P_00240', 'P_00230', 'P_00161']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0592,CrimeOccurrence,2026-09-13T13:53:39,LOC_0153,"['P_00713', 'P_00990', 'P_00842', 'P_00789', 'P_00837']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0593,CrimeOccurrence,2026-09-14T10:44:51,LOC_0148,"['P_03856', 'P_03714', 'P_03994', 'P_03763', 'P_03702']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0594,CrimeOccurrence,2026-09-15T19:15:52,LOC_0005,"['P_01900', 'P_01890']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0595,CrimeOccurrence,2026-09-15T21:45:52,LOC_0179,"['P_03458', 'P_03340', 'P_03159', 'P_03418', 'P_00615']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0596,CrimeOccurrence,2026-09-17T18:33:29,LOC_0176,"['P_04687', 'P_02859', 'P_02817', 'P_02847', 'P_02624']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0597,CrimeOccurrence,2026-09-17T19:20:15,LOC_0067,"['P_03652', 'P_03785', 'P_03838']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0598,CrimeOccurrence,2026-09-18T01:21:28,LOC_0124,"['P_01698', 'P_02303', 'P_00940', 'P_01990']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0599,CrimeOccurrence,2026-09-18T02:13:09,LOC_0005,"['P_03408', 'P_03189', 'P_02694', 'P_03128', 'P_03332']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0600,CrimeOccurrence,2026-09-18T20:27:00,LOC_0017,"['P_04777', 'P_04221']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0601,CrimeOccurrence,2026-09-20T08:13:01,LOC_0088,"['P_04604', 'P_04713', 'P_04951']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0602,CrimeOccurrence,2026-09-22T17:49:38,LOC_0224,"['P_02487', 'P_02046', 'P_02240']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0603,CrimeOccurrence,2026-09-23T02:31:56,LOC_0201,"['P_03591', 'P_03745']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0604,CrimeOccurrence,2026-09-23T13:58:48,LOC_0027,"['P_04999', 'P_04608']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0605,CrimeOccurrence,2026-09-23T23:18:24,LOC_0188,"['P_01287', 'P_01470', 'P_01472', 'P_01448']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0606,CrimeOccurrence,2026-09-24T01:52:11,LOC_0052,"['P_01129', 'P_04765']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0607,CrimeOccurrence,2026-09-25T06:22:42,LOC_0022,"['P_02186', 'P_02058', 'P_02284', 'P_02276', 'P_02358']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0608,CrimeOccurrence,2026-09-27T08:28:59,LOC_0236,"['P_01361', 'P_01355', 'P_01144', 'P_01242', 'P_01075']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0609,CrimeOccurrence,2026-09-27T23:14:55,LOC_0038,"['P_02905', 'P_02964']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0610,CrimeOccurrence,2026-09-30T13:39:52,LOC_0081,"['P_00829', 'P_00571']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0611,CrimeOccurrence,2026-10-03T02:23:37,LOC_0250,"['P_00062', 'P_00304', 'P_03514']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0612,CrimeOccurrence,2026-10-03T04:35:40,LOC_0212,"['P_04536', 'P_04762', 'P_01007', 'P_04757']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0613,CrimeOccurrence,2026-10-04T07:04:03,LOC_0199,"['P_03371', 'P_03440', 'P_03198', 'P_03310', 'P_03350']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0614,CrimeOccurrence,2026-10-05T13:36:49,LOC_0073,"['P_03307', 'P_03195', 'P_03300']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0615,CrimeOccurrence,2026-10-10T14:47:05,LOC_0204,"['P_04240', 'P_02792', 'P_00185']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0616,CrimeOccurrence,2026-10-11T16:55:46,LOC_0216,"['P_01323', 'P_03464']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0617,CrimeOccurrence,2026-10-13T23:39:35,LOC_0117,"['P_00177', 'P_01132', 'P_01424', 'P_02300', 'P_01022']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
