vehicle_id,registration_hash,type,make_model,owner_person_id,synthetic_demo_record
VEH_0953,35bcd4dde2de0975,Cargo Truck,Hyundai Creta,P_04587,True
VEH_0954,9d279a27ad364f6e,Cargo Truck,Bajaj Pulsar,P_02202,True
VEH_0955,d7a0fb11d5d0b5ed,Two-Wheeler,Honda City,P_02192,True
VEH_0956,69a490e4c0b6852b,Four-Wheeler,Bajaj Pulsar,P_04727,True
VEH_0957,528500da464a53d5,Commercial Auto,Maruti Suzuki Swift,P_01632,True
VEH_0958,72bd97e7ecf09096,Cargo Truck,Toyota Innova,P_01722,True
VEH_0959,e2dc4f52a4b80fde,Two-Wheeler,Toyota Innova,P_02686,True
VEH_0960,63cf37c463c83a22,Four-Wheeler,Royal Enfield Classic 350,P_03899,True
VEH_0961,5ac9a0c09fdd202f,Commercial Auto,Maruti Suzuki Swift,P_00132,True
VEH_0962,aa174564fdd0a6c8,Four-Wheeler,Honda City,P_00714,True
VEH_0963,dbbb97f834c100a2,Cargo Truck,Hyundai Creta,P_04848,True
VEH_0964,f53adb1e2ca52dad,Commercial Auto,TVS Jupiter,P_00056,True
VEH_0965,446f54d4d99bb7d0,Cargo Truck,Bajaj Pulsar,P_02854,True
VEH_0966,f2c24b34078acae9,Four-Wheeler,Royal Enfield Classic 350,P_03409,True
VEH_0967,bc923eb720a3af3e,Cargo Truck,TVS Jupiter,P_04011,True
VEH_0968,116315f8eab2d079,Commercial Auto,Toyota Innova,P_04276,True
VEH_0969,e96190ef8d53f7a9,Commercial Auto,Royal Enfield Classic 350,P_02980,True
VEH_0970,342d4cb34d6a53cb,Cargo Truck,Hyundai Creta,P_00680,True
VEH_0971,1b905cc05e241bcb,Two-Wheeler,Maruti Suzuki Swift,P_00352,True
VEH_0972,ea5a129be924e618,Two-Wheeler,Hyundai Creta,P_01937,True
VEH_0973,f8d92c2ab20237e4,Commercial Auto,Mahindra Scorpio,P_00046,True
VEH_0974,d7ed7b82a71de87e,Four-Wheeler,Bajaj Pulsar,P_01493,True
VEH_0975,990e3dec2ad17fbc,Cargo Truck,Royal Enfield Classic 350,P_03161,True
VEH_0976,fe67c3274b5bbb73,Cargo Truck,Royal Enfield Classic 350,P_03679,True
VEH_0977,28dfdb76bcfac9a7,Two-Wheeler,Tata Nexon,P_03001,True
VEH_0978,fd0e655f96ed78b5,Two-Wheeler,Bajaj Pulsar,P_01790,True
VEH_0979,7f65ae2a240a9359,Two-Wheeler,Mahindra Scorpio,P_00516,True
VEH_0980,23745a9c4981178c,Four-Wheeler,Honda City,P_00759,True
VEH_0981,ba6c83de045e7a2f,Commercial Auto,Mahindra Scorpio,P_03403,True
VEH_0982,c974b699b5d1922b,Two-Wheeler,Toyota Innova,P_00199,True
VEH_0983,77a94bfeacc071fb,Commercial Auto,Tata Nexon,P_01481,True
VEH_0984,d8db72f6e48a176b,Cargo Truck,Bajaj Pulsar,P_02225,True
VEH_0985,4c0e68806e783609,Four-Wheeler,Toyota Innova,P_01167,True
VEH_0986,9ed852659cfc8cbb,Two-Wheeler,Royal Enfield Classic 350,P_04537,True
VEH_0987,b2b7379dbe1b4597,Cargo Truck,TVS Jupiter,P_00991,True
VEH_0988,1c5a151a4b1c89d9,Two-Wheeler,TVS Jupiter,P_01780,True
VEH_0989,e9bf910723bd1df2,Two-Wheeler,Mahindra Scorpio,P_03375,True
VEH_0990,a282bfc527a560bf,Two-Wheeler,Hyundai Creta,P_02032,True
VEH_0991,ac7ee4255b83cc61,Two-Wheeler,Toyota Innova,P_02980,True
VEH_0992,20f52834ab0c5f27,Commercial Auto,Bajaj Pulsar,P_02524,True
VEH_0993,17d190df7988ffdc,Two-Wheeler,TVS Jupiter,P_01793,True
VEH_0994,41469fda95954311,Commercial Auto,Toyota Innova,P_02187,True
VEH_0995,292d28d1166d85ca,Cargo Truck,Tata Nexon,P_03661,True
VEH_0996,18dd40f08e4b1a69,Commercial Auto,Tata Nexon,P_00455,True
VEH_0997,e6efee5960539cbe,Two-Wheeler,TVS Jupiter,P_00922,True
VEH_0998,2a9cd04ccfaa8a70,Two-Wheeler,Bajaj Pulsar,P_04348,True
VEH_0999,50789e7429bc29d8,Cargo Truck,Tata Nexon,P_02985,True
VEH_1000,013cd8a248355ab7,Cargo Truck,Honda City,P_04541,True
VEH_1001,4051656791a7017d,Cargo Truck,Bajaj Pulsar,P_04221,True
VEH_1002,0623ca0cacaae167,Two-Wheeler,Bajaj Pulsar,P_02928,True
VEH_1003,ba2ed679b99df02b,Four-Wheeler,Maruti Suzuki Swift,P_01655,True
VEH_1004,0559e09c75513c55,Commercial Auto,Hyundai Creta,P_04692,True
VEH_1005,5ae07ecffdcea092,Four-Wheeler,Mahindra Scorpio,P_04674,True
VEH_1006,16f98dd276bb2322,Four-Wheeler,Toyota Innova,P_00197,True
VEH_1007,dde5408d667ef426,Two-Wheeler,Mahindra Scorpio,P_00465,True
VEH_1008,9b0d7e0c43a55522,Cargo Truck,Mahindra Scorpio,P_04862,True
VEH_1009,d97a89333902b8b5,Two-Wheeler,Maruti Suzuki Swift,P_01237,True
VEH_1010,cde6bd27f0f3e74e,Two-Wheeler,Royal Enfield Classic 350,P_03823,True
VEH_1011,3337f72c8fc0d73c,Cargo Truck,Hyundai Creta,P_00924,True
VEH_1012,e9ca1d9639a80168,Cargo Truck,Hyundai Creta,P_00262,True
VEH_1013,908198e8661971c9,Two-Wheeler,TVS Jupiter,P_02086,True
VEH_1014,4b8772337f029a55,Cargo Truck,Mahindra Scorpio,P_03535,True
VEH_1015,65c0b432901d7ed0,Four-Wheeler,TVS Jupiter,P_02018,True
VEH_1016,1ad5d48827b8e5b5,Four-Wheeler,Hyundai Creta,P_02379,True
VEH_1017,98155364e6e362ac,Commercial Auto,Toyota Innova,P_00072,True
VEH_1018,f504ad9ab990c5f5,Two-Wheeler,Maruti Suzuki Swift,P_04845,True
VEH_1019,942ba9e88e9c0888,Two-Wheeler,Hyundai Creta,P_00011,True
VEH_1020,d06948d73c3e6928,Four-Wheeler,TVS Jupiter,P_00140,True
VEH_1021,ce1212c5b08d05e2,Commercial Auto,Mahindra Scorpio,P_03473,True
VEH_1022,175825711aa131fa,Four-Wheeler,Tata Nexon,P_01737,True
VEH_1023,51acb09c41290136,Cargo Truck,Maruti Suzuki Swift,P_01154,True
VEH_1024,dff2711ad368a3ea,Cargo Truck,TVS Jupiter,P_01891,True
VEH_1025,bec5afdc5882573b,Cargo Truck,TVS Jupiter,P_00700,True
VEH_1026,0a8764523094579b,Commercial Auto,Tata Nexon,P_01037,True
VEH_1027,9761a7417bfa3adf,Two-Wheeler,Toyota Innova,P_02187,True
VEH_1028,88b388db9377e565,Four-Wheeler,Maruti Suzuki Swift,P_02094,True
VEH_1029,efd02f57f8802eb5,Cargo Truck,TVS Jupiter,P_04624,True
VEH_1030,bdd61b1cdc4a1c19,Commercial Auto,Toyota Innova,P_03628,True
VEH_1031,b762682c6e6ceeee,Four-Wheeler,Honda City,P_03929,True
VEH_1032,ab01cdd7fe05859c,Four-Wheeler,Maruti Suzuki Swift,P_00906,True
VEH_1033,3f8456f45be6673e,Two-Wheeler,Hyundai Creta,P_00318,True
VEH_1034,d25202291f961091,Four-Wheeler,Bajaj Pulsar,P_01883,True
VEH_1035,09d1bdbf6805a526,Cargo Truck,TVS Jupiter,P_01327,True
VEH_1036,d6fd2a529cea6e7c,Four-Wheeler,Toyota Innova,P_03669,True
VEH_1037,0e8ce8af3b050f38,Cargo Truck,Toyota Innova,P_00499,True
VEH_1038,64742ece5e3d08e1,Four-Wheeler,Hyundai Creta,P_02068,True
VEH_1039,24b11ba087b11f6d,Commercial Auto,Honda City,P_02959,True
VEH_1040,eca8d5d7286cf09b,Four-Wheeler,Hyundai Creta,P_01611,True
VEH_1041,9cfbba1db36e89d1,Cargo Truck,Bajaj Pulsar,P_02911,True
VEH_1042,551401d04b019a30,Four-Wheeler,Maruti Suzuki Swift,P_01676,True
VEH_1043,72786def1c7561aa,Cargo Truck,Royal Enfield Classic 350,P_01283,True
VEH_1044,978150cc3aa22fe3,Commercial Auto,Tata Nexon,P_00647,True
VEH_1045,8a53fd1415c6ed1a,Four-Wheeler,TVS Jupiter,P_00156,True
VEH_1046,cdee7b9bd6976018,Commercial Auto,Hyundai Creta,P_02545,True
VEH_1047,5134fbac0b9ba1c6,Cargo Truck,Maruti Suzuki Swift,P_03662,True
VEH_1048,7c52ce4679a34b7f,Two-Wheeler,Honda City,P_04797,True
VEH_1049,abb6266d236c7804,Four-Wheeler,Honda City,P_04704,True
VEH_1050,f1972b3bab890440,Four-Wheeler,Toyota Innova,P_01411,True
VEH_1051,e5b10413b614235b,Cargo Truck,Honda City,P_04899,True
VEH_1052,45f81bf5c53635c2,Two-Wheeler,Mahindra Scorpio,P_00534,True
VEH_1053,0321d8ea09c94be0,Commercial Auto,Royal Enfield Classic 350,P_04940,True
VEH_1054,388c7e25d5618cc5,Cargo Truck,Tata Nexon,P_01772,True
VEH_1055,83555ebdb69f6472,Two-Wheeler,Honda City,P_02082,True
VEH_1056,131801ea80973642,Commercial Auto,Bajaj Pulsar,P_04842,True
VEH_1057,f398a127d44cd991,Commercial Auto,Maruti Suzuki Swift,P_00549,True
VEH_1058,621df8e412c950a2,Cargo Truck,Maruti Suzuki Swift,P_01756,True
VEH_1059,1d2d3a1bc30770b2,Four-Wheeler,Tata Nexon,P_00866,True
VEH_1060,9355b32e6c0ea115,Four-Wheeler,Honda City,P_00779,True
VEH_1061,824e82d1b4fc0e3c,Cargo Truck,Bajaj Pulsar,P_04879,True
VEH_1062,f1d9d00813f15f9e,Commercial Auto,Maruti Suzuki Swift,P_04500,True
VEH_1063,c658a3899ab7e3b3,Commercial Auto,Bajaj Pulsar,P_03269,True
VEH_1064,6ed896e107a05a75,Two-Wheeler,TVS Jupiter,P_02917,True
VEH_1065,de99b6d0f0e065a5,Two-Wheeler,TVS Jupiter,P_00095,True
VEH_1066,15a12ffb538572ca,Commercial Auto,Royal Enfield Classic 350,P_03886,True
VEH_1067,612b767183d05cd5,Four-Wheeler,Mahindra Scorpio,P_03116,True
VEH_1068,e5b749a616e73c79,Cargo Truck,Tata Nexon,P_04282,True
VEH_1069,216201130dcf547d,Two-Wheeler,Bajaj Pulsar,P_04231,True
VEH_1070,3762062bad605d9c,Four-Wheeler,Maruti Suzuki Swift,P_02237,True
VEH_1071,f29a113c489bf055,Cargo Truck,Hyundai Creta,P_04760,True
VEH_1072,16feaed4b32eed14,Cargo Truck,Mahindra Scorpio,P_01451,True
VEH_1073,8774d3b369cc12e2,Commercial Auto,Bajaj Pulsar,P_01837,True
VEH_1074,7f26c2b66d0cfbb3,Commercial Auto,Royal Enfield Classic 350,P_01489,True
VEH_1075,84d8b421dfa25284,Two-Wheeler,Royal Enfield Classic 350,P_03144,True
VEH_1076,be44317dde0f956e,Commercial Auto,TVS Jupiter,P_04288,True
VEH_1077,416b10e67468466d,Cargo Truck,Toyota Innova,P_00838,True
VEH_1078,33fbe3dbb346ec69,Commercial Auto,Mahindra Scorpio,P_03332,True
VEH_1079,aa2aec4d88e1dda8,Cargo Truck,Mahindra Scorpio,P_02227,True
VEH_1080,3d9d0cdd4ab02f43,Commercial Auto,Royal Enfield Classic 350,P_01127,True
VEH_1081,838be80259fb0f73,Four-Wheeler,TVS Jupiter,P_04932,True
VEH_1082,3da1c87d6b64eb22,Two-Wheeler,Honda City,P_00606,True
VEH_1083,844ef1d9428a1c52,Two-Wheeler,Toyota Innova,P_04913,True
VEH_1084,7f8fe94dd3a1239f,Four-Wheeler,TVS Jupiter,P_03340,True
VEH_1085,9755df57b004625f,Four-Wheeler,Toyota Innova,P_04558,True
VEH_1086,b6c5fc13fc5dedc3,Commercial Auto,Tata Nexon,P_02952,True
VEH_1087,14fa18119f880c2a,Four-Wheeler,Royal Enfield Classic 350,P_02605,True
VEH_1088,d604df04c007f2d3,Four-Wheeler,Royal Enfield Classic 350,P_03294,True
VEH_1089,b3b7f4a1e81351a8,Commercial Auto,Bajaj Pulsar,P_01039,True
VEH_1090,2c05ad9b51365ca2,Four-Wheeler,Bajaj Pulsar,P_04029,True
VEH_1091,7bf2cef95002a818,Cargo Truck,Honda City,P_00653,True
VEH_1092,16da0e0f7166d538,Two-Wheeler,Mahindra Scorpio,P_02675,True
VEH_1093,4bcc3a2459e59953,Two-Wheeler,Royal Enfield Classic 350,P_04007,True
VEH_1094,2b0bc772992c2995,Cargo Truck,Honda City,P_04248,True
VEH_1095,2d38822532f5e6e1,Commercial Auto,Toyota Innova,P_02788,True
VEH_1096,d3bf8ea12376515c,Two-Wheeler,Tata Nexon,P_04908,True
VEH_1097,d75962dc57024d81,Four-Wheeler,Mahindra Scorpio,P_03126,True
VEH_1098,70b3ac8d54dcc4c7,Cargo Truck,Maruti Suzuki Swift,P_01861,True
VEH_1099,78de209bffdaeab6,Commercial Auto,Hyundai Creta,P_04313,True
VEH_1100,5300ff34f0e9111c,Four-Wheeler,Maruti Suzuki Swift,P_00403,True
VEH_1101,b780f805d5c9d860,Commercial Auto,Honda City,P_04441,True
VEH_1102,fafdca1d0ae4049a,Cargo Truck,Honda City,P_04561,True
VEH_1103,51ec1b5529fa9e2c,Four-Wheeler,Honda City,P_01326,True
VEH_1104,a60e476954bf6cd4,Four-Wheeler,TVS Jupiter,P_02785,True
VEH_1105,6d76a13424ba113b,Four-Wheeler,Mahindra Scorpio,P_01576,True
VEH_1106,3decd65341baf7bb,Cargo Truck,Honda City,P_03314,True
VEH_1107,9460606e225af306,Four-Wheeler,Toyota Innova,P_02418,True
VEH_1108,241c53c8f7545127,Four-Wheeler,Toyota Innova,P_01876,True
VEH_1109,64bab552bb0932a7,Two-Wheeler,Tata Nexon,P_00971,True
VEH_1110,11ef707a8355ed8a,Cargo Truck,Royal Enfield Classic 350,P_03919,True
VEH_1111,b910269829283417,Four-Wheeler,Royal Enfield Classic 350,P_00228,True
VEH_1112,0e175eee5d47ac7b,Commercial Auto,Hyundai Creta,P_03052,True
VEH_1113,3fe158777aa17259,Four-Wheeler,Maruti Suzuki Swift,P_04494,True
VEH_1114,e4a336a3d52d4149,Two-Wheeler,TVS Jupiter,P_04148,True
VEH_1115,1bed298e5f831792,Four-Wheeler,Toyota Innova,P_03638,True
VEH_1116,f9eca76bf448253f,Cargo Truck,Honda City,P_01345,True
VEH_1117,740e6bb574724208,Commercial Auto,Maruti Suzuki Swift,P_01671,True
VEH_1118,875876fbe7708201,Commercial Auto,Mahindra Scorpio,P_03524,True
VEH_1119,0e8128665001558f,Commercial Auto,Maruti Suzuki Swift,P_03779,True
VEH_1120,25dd8e553c31f1c1,Two-Wheeler,Tata Nexon,P_02538,True
VEH_1121,20705bd3f5bdd630,Commercial Auto,Bajaj Pulsar,P_02657,True
VEH_1122,7ae599d08258824e,Cargo Truck,Maruti Suzuki Swift,P_00258,True
VEH_1123,d347009d6bdbfa89,Two-Wheeler,Toyota Innova,P_01194,True
VEH_1124,68dc9ebe93d72a3a,Cargo Truck,TVS Jupiter,P_02387,True
VEH_1125,bf9e64a1537aeceb,Two-Wheeler,TVS Jupiter,P_03262,True
VEH_1126,4f49bda8cec23e45,Four-Wheeler,TVS Jupiter,P_01391,True
VEH_1127,51ec9fd114c14407,Cargo Truck,Tata Nexon,P_00597,True
VEH_1128,d647d3c86611f795,Cargo Truck,Hyundai Creta,P_04971,True
VEH_1129,8f33417663a0def8,Two-Wheeler,Maruti Suzuki Swift,P_03168,True
VEH_1130,7b3b6584012c02cc,Commercial Auto,Honda City,P_01880,True
VEH_1131,8b7e60dc26c48e0c,Cargo Truck,Bajaj Pulsar,P_00567,True
VEH_1132,ddc273efca0a956c,Two-Wheeler,Royal Enfield Classic 350,P_02830,True
VEH_1133,17e6ac660a5285ac,Cargo Truck,Honda City,P_02194,True
VEH_1134,2db3a7a132a073fe,Cargo Truck,Toyota Innova,P_00541,True
VEH_1135,5035c8876e3c62f0,Commercial Auto,Hyundai Creta,P_00128,True
VEH_1136,378797703b41f0b9,Commercial Auto,TVS Jupiter,P_04212,True
VEH_1137,7fec766b6a2368cf,Two-Wheeler,Royal Enfield Classic 350,P_04804,True
VEH_1138,02d86cc83cd020d0,Two-Wheeler,TVS Jupiter,P_04742,True
VEH_1139,8219eafebbad28bf,Two-Wheeler,Honda City,P_03088,True
VEH_1140,1f1e77d8671d07c1,Commercial Auto,Bajaj Pulsar,P_03124,True
VEH_1141,39f586b3a59ad6bd,Cargo Truck,Mahindra Scorpio,P_04853,True
VEH_1142,566e4238f7274907,Cargo Truck,Tata Nexon,P_00924,True
VEH_1143,9ed53808d6b68612,Four-Wheeler,Mahindra Scorpio,P_01413,True
VEH_1144,16728d78e2a60511,Four-Wheeler,Hyundai Creta,P_00367,True
VEH_1145,f460604c40df8544,Cargo Truck,Maruti Suzuki Swift,P_00517,True
VEH_1146,6c3c4099d320fd64,Cargo Truck,Bajaj Pulsar,P_04890,True
VEH_1147,fc6f83c7d3ba6019,Cargo Truck,Mahindra Scorpio,P_03053,True
VEH_1148,353ec53f0b3913e5,Commercial Auto,Bajaj Pulsar,P_02419,True
VEH_1149,71c59aca0a91e90d,Commercial Auto,Maruti Suzuki Swift,P_03954,True
VEH_1150,189d4fd16e5e2234,Commercial Auto,Tata Nexon,P_01598,True
VEH_1151,75eaf869c8adacb1,Four-Wheeler,Hyundai Creta,P_00286,True
VEH_1152,6c55dced7bad989f,Four-Wheeler,Royal Enfield Classic 350,P_01495,True
VEH_1153,836ea3cdd452900c,Four-Wheeler,Royal Enfield Classic 350,P_03585,True
VEH_1154,d87bc75b32296926,Cargo Truck,Royal Enfield Classic 350,P_03195,True
VEH_1155,9f72939be4defe16,Four-Wheeler,Toyota Innova,P_02499,True
VEH_1156,8e481a0b96072e24,Cargo Truck,Honda City,P_00013,True
VEH_1157,3c547880dfe9a151,Four-Wheeler,Honda City,P_03846,True
VEH_1158,fe0b9e0003f714fd,Cargo Truck,Mahindra Scorpio,P_03522,True
VEH_1159,a722dd22283bef15,Cargo Truck,Bajaj Pulsar,P_04649,True
VEH_1160,63555dbbcbc8176b,Cargo Truck,Bajaj Pulsar,P_01918,True
VEH_1161,1f4d773683147f41,Cargo Truck,Hyundai Creta,P_03871,True
VEH_1162,d019148537f1f324,Commercial Auto,Royal Enfield Classic 350,P_01480,True
VEH_1163,84c46167310d6ac0,Two-Wheeler,Maruti Suzuki Swift,P_04872,True
VEH_1164,4573ac43fc0b090b,Two-Wheeler,Toyota Innova,P_03724,True
VEH_1165,88c3fb8f3ce6bc7c,Commercial Auto,Maruti Suzuki Swift,P_04683,True
VEH_1166,39cf9419bc2c7601,Commercial Auto,Toyota Innova,P_04278,True
VEH_1167,d9263dee8b6e0d7a,Commercial Auto,Tata Nexon,P_04000,True
VEH_1168,1b119666da9a2653,Two-Wheeler,Bajaj Pulsar,P_04518,True
VEH_1169,d731d71a3e0c26cd,Commercial Auto,Tata Nexon,P_03570,True
VEH_1170,952cea490645ba30,Four-Wheeler,Toyota Innova,P_04293,True
VEH_1171,580c02f84d94cb47,Two-Wheeler,Toyota Innova,P_02231,True
VEH_1172,35b32682e8af9041,Four-Wheeler,Toyota Innova,P_03983,True
VEH_1173,6d2aedde5b3844c1,Commercial Auto,Tata Nexon,P_01035,True
VEH_1174,659cc77e5fcbfb81,Cargo Truck,Maruti Suzuki Swift,P_00520,True
VEH_1175,421be9f8baf8b930,Cargo Truck,Honda City,P_00433,True
VEH_1176,01a00d1271511d13,Two-Wheeler,Tata Nexon,P_04218,True
VEH_1177,2dcd1009ec13137f,Four-Wheeler,Maruti Suzuki Swift,P_00479,True
VEH_1178,871984fcc9a1bf2b,Commercial Auto,Tata Nexon,P_01319,True
VEH_1179,93adddb695ab62c0,Commercial Auto,Hyundai Creta,P_03191,True
VEH_1180,43be8764df84d277,Four-Wheeler,Bajaj Pulsar,P_00484,True
VEH_1181,86de2c9c4c7c7a45,Four-Wheeler,TVS Jupiter,P_00895,True
VEH_1182,463ed0c0f267a772,Cargo Truck,Toyota Innova,P_01863,True
VEH_1183,742cffc125da6866,Four-Wheeler,Maruti Suzuki Swift,P_03788,True
VEH_1184,dba0dcba99781e17,Four-Wheeler,TVS Jupiter,P_02149,True
VEH_1185,cb624e8935cd7338,Two-Wheeler,Honda City,P_01860,True
VEH_1186,119470bab3e4496b,Commercial Auto,Mahindra Scorpio,P_03377,True
VEH_1187,cc896c843ac92306,Four-Wheeler,Hyundai Creta,P_03387,True
VEH_1188,d9ec9d3c6b6be0df,Commercial Auto,TVS Jupiter,P_01657,True
VEH_1189,8d5a72290b5fc2e5,Commercial Auto,Maruti Suzuki Swift,P_02161,True
VEH_1190,adb42d53e04a515b,Four-Wheeler,Mahindra Scorpio,P_01501,True
VEH_1191,a17367251ab7fb86,Two-Wheeler,TVS Jupiter,P_02146,True
VEH_1192,20571cf66dfa8e25,Commercial Auto,Maruti Suzuki Swift,P_03323,True
VEH_1193,9877957ad2d6ce70,Two-Wheeler,Mahindra Scorpio,P_04820,True
VEH_1194,d31eb646597531e8,Commercial Auto,Mahindra Scorpio,P_04079,True
VEH_1195,bcbb2067c65c2b31,Four-Wheeler,Royal Enfield Classic 350,P_01130,True
VEH_1196,f5ad9cccc6fb9ae3,Cargo Truck,Honda City,P_00411,True
VEH_1197,077d8fae5155068a,Two-Wheeler,Toyota Innova,P_03253,True
VEH_1198,bdb278d276217536,Commercial Auto,Maruti Suzuki Swift,P_04027,True
VEH_1199,65a0d02cc0d16b71,Four-Wheeler,Maruti Suzuki Swift,P_04916,True
VEH_1200,56094da0b177dc2a,Cargo Truck,TVS Jupiter,P_04254,True
VEH_1201,24847a730fdab129,Cargo Truck,Toyota Innova,P_02465,True
VEH_1202,1767bca4d2355b3a,Commercial Auto,Maruti Suzuki Swift,P_03327,True
VEH_1203,c9cc1ee9971b5bc3,Four-Wheeler,Hyundai Creta,P_01452,True
VEH_1204,fc129139e7dcddd9,Four-Wheeler,Toyota Innova,P_00488,True
VEH_1205,73c0b360477082e7,Four-Wheeler,Hyundai Creta,P_02618,True
VEH_1206,4894d2ec4a7fe08c,Commercial Auto,Toyota Innova,P_04819,True
VEH_1207,338f0a5d5bc6b2af,Four-Wheeler,TVS Jupiter,P_02363,True
VEH_1208,aea2f3ed23123ce7,Four-Wheeler,Tata Nexon,P_03799,True
VEH_1209,e7165cef7d8e1774,Four-Wheeler,Maruti Suzuki Swift,P_01890,True
VEH_1210,f2c674a20bb7c198,Two-Wheeler,Honda City,P_00100,True
VEH_1211,77d846aa16f82cb7,Cargo Truck,Maruti Suzuki Swift,P_01758,True
VEH_1212,de87bf0bf27da885,Commercial Auto,Hyundai Creta,P_00590,True
VEH_1213,6d00a414a0f99da0,Commercial Auto,Tata Nexon,P_04065,True
VEH_1214,4851f3594d1b415c,Four-Wheeler,Toyota Innova,P_01201,True
VEH_1215,78c4ab70216d1da6,Four-Wheeler,TVS Jupiter,P_04665,True
VEH_1216,41c84cf149213da4,Cargo Truck,Maruti Suzuki Swift,P_00604,True
VEH_1217,9690bd43e1a6e0a1,Commercial Auto,TVS Jupiter,P_04200,True
VEH_1218,7112842cf55f9d5f,Commercial Auto,Honda City,P_02513,True
VEH_1219,0dd85237c57b5a3d,Commercial Auto,Royal Enfield Classic 350,P_01288,True
VEH_1220,7f2b9b8c2ba53beb,Cargo Truck,Maruti Suzuki Swift,P_00598,True
VEH_1221,5097535d7f3b062f,Commercial Auto,Royal Enfield Classic 350,P_01505,True
VEH_1222,622aa71d1d452454,Two-Wheeler,Maruti Suzuki Swift,P_01531,True
VEH_1223,47a44d191ed13212,Four-Wheeler,Hyundai Creta,P_00125,True
VEH_1224,7bee41fdafbda4b0,Two-Wheeler,Maruti Suzuki Swift,P_02918,True
VEH_1225,73b50fe1fbdb50c4,Commercial Auto,Royal Enfield Classic 350,P_04278,True
VEH_1226,66ac5bb34125d81a,Cargo Truck,Hyundai Creta,P_03146,True
VEH_1227,6af3248edff542d7,Cargo Truck,Honda City,P_02741,True
VEH_1228,0913fa9f3e9f4ee5,Commercial Auto,Bajaj Pulsar,P_03696,True
VEH_1229,597d77376904ed37,Two-Wheeler,Royal Enfield Classic 350,P_02554,True
VEH_1230,08d98f34f69c2cbd,Four-Wheeler,Royal Enfield Classic 350,P_01468,True
VEH_1231,5c640c22e40a816e,Cargo Truck,Hyundai Creta,P_02144,True
VEH_1232,442a83df171c2436,Four-Wheeler,Maruti Suzuki Swift,P_03645,True
VEH_1233,143cea61e54c34d7,Two-Wheeler,Bajaj Pulsar,P_00051,True
VEH_1234,0863d4676afcfef5,Commercial Auto,Tata Nexon,P_00554,True
VEH_1235,73e6a083c4463e27,Four-Wheeler,Maruti Suzuki Swift,P_02999,True
VEH_1236,81fe2835061ec7d8,Commercial Auto,Mahindra Scorpio,P_04484,True
VEH_1237,da0e5302f9d79b7c,Cargo Truck,Toyota Innova,P_04662,True
VEH_1238,08020eddc50308bf,Four-Wheeler,Bajaj Pulsar,P_04330,True
VEH_1239,03bff93b89369f8f,Two-Wheeler,TVS Jupiter,P_04479,True
VEH_1240,df01bcfec661e68d,Cargo Truck,Bajaj Pulsar,P_04767,True
VEH_1241,f20c055bac4d0eb8,Two-Wheeler,Maruti Suzuki Swift,P_00787,True
VEH_1242,15efd93812bd6b9d,Two-Wheeler,Maruti Suzuki Swift,P_01456,True
VEH_1243,fb57d4237766530c,Four-Wheeler,Tata Nexon,P_01274,True
VEH_1244,91865cf2700fadd6,Four-Wheeler,Mahindra Scorpio,P_01079,True
VEH_1245,22cc89d2283e8413,Two-Wheeler,Mahindra Scorpio,P_00084,True
VEH_1246,81dfbb530b0e4d73,Two-Wheeler,Honda City,P_01223,True
VEH_1247,416cb14d845598da,Two-Wheeler,Tata Nexon,P_00846,True
VEH_1248,5487e5568898a9fd,Cargo Truck,Bajaj Pulsar,P_00767,True
VEH_1249,2fb71cb128f7c28a,Four-Wheeler,Mahindra Scorpio,P_00024,True
VEH_1250,046844a7844efd64,Commercial Auto,TVS Jupiter,P_03766,True
VEH_1251,039ed80cf7e8ed9b,Four-Wheeler,Mahindra Scorpio,P_01082,True
VEH_1252,2ae4ba0f623cb1c1,Cargo Truck,Royal Enfield Classic 350,P_00607,True
VEH_1253,feacf7af65007640,Four-Wheeler,Bajaj Pulsar,P_01788,True
VEH_1254,1c85ebc52d157988,Cargo Truck,Honda City,P_00548,True
VEH_1255,7f291aca41e3be49,Cargo Truck,Hyundai Creta,P_03439,True
VEH_1256,c4ee17cf800d1ac2,Cargo Truck,Toyota Innova,P_03422,True
VEH_1257,9d09588e3a0f8057,Cargo Truck,Royal Enfield Classic 350,P_01916,True
VEH_1258,f989c52b2cfb9dc2,Four-Wheeler,Toyota Innova,P_02963,True
VEH_1259,765a4e7aa6866926,Cargo Truck,Honda City,P_00297,True
VEH_1260,c02eda2609458cae,Cargo Truck,Mahindra Scorpio,P_01841,True
VEH_1261,41107b0f02d3671a,Two-Wheeler,Tata Nexon,P_03717,True
VEH_1262,1f52c0a065eb3650,Commercial Auto,Hyundai Creta,P_00725,True
VEH_1263,be947c8052b92748,Commercial Auto,Toyota Innova,P_04545,True
VEH_1264,8dcc0a8265d50928,Cargo Truck,Bajaj Pulsar,P_00322,True
VEH_1265,5e4856858062d894,Commercial Auto,Tata Nexon,P_01967,True
VEH_1266,5db84eb3ef8d75ae,Two-Wheeler,Honda City,P_01808,True
VEH_1267,4780be14d201f05a,Two-Wheeler,Honda City,P_03776,True
VEH_1268,0ba102964eb07264,Commercial Auto,Mahindra Scorpio,P_02060,True
VEH_1269,260942faf5ddbbc1,Commercial Auto,Hyundai Creta,P_00645,True
VEH_1270,2b5ad91f9bea2af9,Cargo Truck,Toyota Innova,P_03825,True
